GeoFIPS,GeoName,Region,Description,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
" ""22000""",Louisiana,5,Personal income (millions of dollars) ,106907.7,114767.4,118194.3,122009.9,127386.9,137162.4,144684.4,158433.0,170008.6,165305.6,173007.3,178350.9,187190.7,189741.3,197729.8,198425.9,197411.9,203454.9,212320.8,219305.0,233233.5,254296.9,255687.0,269140.2
" ""23000""",Maine,1,Personal income (millions of dollars) ,35091.4,37055.0,38290.7,40162.9,42164.5,43103.5,45226.0,46979.3,49175.8,49337.0,50487.0,52539.8,53227.3,53240.2,54984.6,57356.5,59286.8,61740.1,64463.2,67852.8,74089.1,81589.1,85708.0,90868.2
" ""24000""",Maryland,2,Personal income (millions of dollars) ,188437.2,198926.9,206707.3,215973.4,230279.2,242214.0,254883.1,265895.1,278708.3,277623.6,287359.4,303270.1,310420.4,309329.5,318983.1,332956.2,344195.1,356079.0,367831.3,380447.2,400576.4,426578.3,439741.3,465936.8
" ""25000""",Massachusetts,1,Personal income (millions of dollars) ,244147.4,254058.1,252959.5,257918.0,270865.5,282138.1,303265.4,319407.0,333450.5,330773.4,346269.9,363076.3,376591.2,379250.4,396488.7,422547.6,438598.5,459778.7,483954.4,507884.7,541870.8,585962.4,601909.6,634296.1
" ""26000""",Michigan,3,Personal income (millions of dollars) ,301060.4,306670.4,306427.1,313961.0,322698.4,329235.3,336842.6,346731.9,356356.2,339100.0,352074.3,372954.2,387339.2,390857.9,407267.0,429284.9,441557.2,454894.8,474208.0,489569.6,531708.2,571333.9,582021.1,613719.2
" ""27000""",Minnesota,4,Personal income (millions of dollars) ,159595.4,166509.0,170085.2,177862.3,188674.9,193583.8,203249.5,215185.4,225533.5,216335.4,225971.6,241599.5,255427.7,257507.8,270190.2,282988.0,288866.6,301749.0,317564.8,329291.6,350219.4,385733.6,399446.0,416324.5
" ""28000""",Mississippi,5,Personal income (millions of dollars) ,61604.9,65064.1,66326.2,69011.9,73054.9,77635.0,80835.7,86187.0,90602.5,89414.0,92714.4,96643.4,99732.8,101472.1,103442.7,104772.2,106355.5,109132.8,111917.8,116213.5,125579.1,138243.1,138523.5,145961.8
" ""29000""",Missouri,4,Personal income (millions of dollars) ,156202.1,161531.2,165389.8,171593.2,180453.8,186770.9,197834.1,207411.3,219922.0,216424.5,221760.2,230858.3,240967.8,242493.0,250783.7,259350.0,267048.6,273774.2,286084.3,297492.6,320924.5,349482.8,364499.1,387904.7
" ""30000""",Montana,7,Personal income (millions of dollars) ,20770.5,21685.2,22350.3,24015.2,26072.2,28052.0,30362.7,32646.8,34730.5,33926.6,35670.9,38082.7,40436.9,40786.0,42901.4,44583.3,45283.3,48003.3,50352.0,53402.3,58153.0,65254.4,69132.4,73620.0
" ""31000""",Nebraska,4,Personal income (millions of dollars) ,49570.3,51911.8,52804.3,56102.2,58597.2,60598.1,63317.2,68098.6,72377.3,71459.7,75194.1,84096.1,86235.9,86022.2,91084.5,94681.7,93559.7,95823.7,100067.8,104615.9,111413.2,124781.0,131988.8,141151.0
" ""32000""",Nevada,8,Personal income (millions of dollars) ,64312.6,68026.7,69952.7,74518.4,82524.7,92194.1,99485.1,103706.0,102535.9,96982.8,100750.4,104596.4,108696.1,108914.4,115514.1,125088.6,129879.1,138847.0,148408.1,159393.0,170360.8,191329.7,198485.1,211575.4
" ""33000""",New Hampshire,1,Personal income (millions of dollars) ,43796.1,46179.9,46972.3,47833.0,50733.0,52464.3,56084.9,58305.5,60153.8,59381.5,61880.9,64888.9,67318.1,67121.8,69630.5,72779.6,75229.0,78661.0,82353.7,87724.1,93113.9,102233.5,104683.6,110683.7
" ""34000""",New Jersey,2,Personal income (millions of dollars) ,329591.8,341308.9,345988.7,354097.7,369770.9,382749.3,410264.9,435048.7,449545.4,436271.4,448931.1,469252.9,484600.0,488591.3,509357.6,530303.1,545301.7,566237.1,591910.4,625170.3,653079.7,704936.4,719973.5,762802.9
" ""35000""",New Mexico,6,Personal income (millions of dollars) ,41922.3,44958.8,46821.7,49019.7,52099.7,55540.8,59713.7,63243.6,67462.4,67011.8,69499.8,73017.7,74610.8,73079.8,77266.0,79130.8,80782.3,82354.1,86179.5,91208.9,98480.2,107310.6,112180.9,117016.3
" ""36000""",New York,2,Personal income (millions of dollars) ,683214.3,709417.6,707561.1,717555.3,749469.3,777653.2,836022.6,899609.9,920456.5,906188.3,943392.7,995231.4,1039791.6,1051798.1,1090000.8,1137082.3,1176654.7,1255776.7,1298669.0,1343851.2,1415297.4,1509255.2,1524707.0,1611169.3
" ""37000""",North Carolina,5,Personal income (millions of dollars) ,221516.2,228090.9,231930.9,241805.1,261603.4,280391.8,304872.7,327886.5,351637.5,339441.5,343104.3,355001.6,377867.2,373140.6,393886.1,414760.4,429054.9,449817.7,473093.3,501618.1,541067.5,602410.1,630558.8,670051.1
" ""38000""",North Dakota,4,Personal income (millions of dollars) ,16591.1,16930.7,17356.1,18949.5,19330.9,20501.4,21508.5,23828.8,26942.6,26722.1,29758.8,33588.0,39538.6,39538.7,42181.3,40408.2,39232.0,39743.7,42565.9,43997.2,47060.3,51326.6,55488.0,56475.1
" ""39000""",Ohio,3,Personal income (millions of dollars) ,323812.5,333209.3,338462.5,348428.7,361753.0,371633.8,390090.0,406786.5,422085.7,410350.4,422204.4,449923.8,466162.1,473218.8,492475.6,511339.8,521622.5,541289.4,562523.0,582299.9,623443.8,674620.8,686658.4,724778.8
" ""40000""",Oklahoma,6,Personal income (millions of dollars) ,83332.1,88609.5,90711.6,95275.7,102917.3,112487.6,124536.5,128994.3,143654.9,133218.3,139695.1,150302.0,159875.4,167796.9,177635.7,172726.3,164709.0,171995.4,180824.0,189996.8,198348.6,217544.9,233290.2,245439.2
" ""41000""",Oregon,8,Personal income (millions of dollars) ,96913.7,99785.7,101042.1,104729.6,110580.7,116073.4,126600.1,132605.6,138899.9,134391.8,137926.3,145345.1,152601.5,154851.2,165171.9,177478.1,186105.0,197262.3,210044.9,220029.4,240173.7,265378.9,271773.2,287182.5
" ""42000""",Pennsylvania,2,Personal income (millions of dollars) ,372690.7,388186.3,395633.3,409185.8,432634.7,450359.7,472940.6,502658.8,522993.8,512318.2,535335.5,563528.9,584880.3,589720.2,611421.7,635818.0,653328.9,671702.8,707043.4,729329.5,782958.9,830114.9,848382.6,893649.2
" ""44000""",Rhode Island,1,Personal income (millions of dollars) ,31875.3,33611.8,34965.7,36700.2,38541.5,39241.3,41162.0,42935.2,43768.6,42764.9,44973.9,46685.4,48186.5,48187.0,50045.1,51775.2,52514.5,54704.3,56918.9,60337.0,64969.7,69014.4,70450.4,74045.8
" ""45000""",South Carolina,5,Personal income (millions of dollars) ,100705.3,104242.1,107305.3,111196.7,117451.8,124417.0,134174.2,143055.1,149954.4,146753.7,151745.9,160391.1,168271.2,170204.8,180837.7,192054.7,200027.4,210387.6,219942.1,234295.4,250293.7,276439.6,287548.3,308077.8
" ""46000""",South Dakota,4,Personal income (millions of dollars) ,20201.2,20892.2,20898.5,22822.7,24553.2,26005.4,27393.1,30342.5,32676.8,31827.1,33682.9,36655.0,37469.6,37840.2,39607.1,41160.1,41551.5,42989.3,45144.0,48013.9,52763.7,60077.7,63440.1,66619.5
" ""47000""",Tennessee,5,Personal income (millions of dollars) ,153990.1,158125.3,162879.4,169929.5,179892.9,188177.6,200188.9,209746.8,218372.5,217094.7,227613.0,241431.7,252592.3,254464.6,263856.0,277356.1,286532.3,299307.7,316176.5,335601.7,359872.9,400467.6,417369.3,443472.0
" ""48000""",Texas,6,Personal income (millions of dollars) ,591738.3,631080.2,639443.1,664814.9,696381.3,754775.9,827439.7,878902.4,968499.3,923470.7,982052.8,1074858.0,1142887.5,1173747.4,1257639.6,1281170.1,1276330.6,1367826.0,1463789.8,1537205.7,1602183.4,1779913.1,1891498.6,2020899.0
" ""49000""",Utah,7,Personal income (millions of dollars) ,54230.6,56788.7,58508.6,60770.4,64795.0,70661.8,78561.1,85528.5,89967.8,86594.7,88940.5,95881.7,101928.1,105028.0,111056.4,119661.5,126540.6,134546.7,144645.5,155711.5,169921.1,194315.6,205519.4,219331.6
" ""50000""",Vermont,1,Personal income (millions of dollars) ,17680.2,18797.4,19198.1,19945.8,21049.1,21477.4,22803.5,24063.0,25449.4,25216.4,25988.7,27547.8,28291.9,28666.0,29724.5,30598.0,31073.3,31960.2,33117.1,34838.0,37376.7,39354.6,41171.6,43335.9
" ""51000""",Virginia,5,Personal income (millions of dollars) ,231869.8,244314.3,251357.7,266325.2,284687.3,303288.9,323553.8,341200.3,355506.4,349465.4,364677.9,385635.1,402072.1,398579.8,414710.1,433088.2,444691.4,462372.2,479766.6,501770.8,530351.8,579894.1,604996.5,643578.6
" ""53000""",Washington,8,Personal income (millions of dollars) ,192317.8,197445.7,201073.1,209167.8,224342.9,232783.8,253199.9,274770.4,289381.1,277889.8,285436.7,302460.8,324882.7,330952.6,355276.6,376360.8,397270.6,423017.2,451609.2,484540.9,522509.2,570161.0,589077.3,632296.0
" ""54000""",West Virginia,5,Personal income (millions of dollars) ,40251.6,42750.3,44243.2,44952.8,46551.2,48854.3,52147.0,54184.7,57958.9,58487.5,60532.1,64059.0,65488.4,65152.6,67156.8,68437.8,68067.9,70797.6,74235.0,76725.0,80386.1,87124.3,88938.9,93504.9
" ""55000""",Wisconsin,3,Personal income (millions of dollars) ,158494.2,166593.2,171010.0,175794.3,183721.4,189779.2,201058.4,210529.9,219194.5,216211.9,222260.9,234631.6,244508.3,245762.3,255165.3,266132.0,270846.6,281979.5,295996.8,307947.5,326881.1,355535.5,365165.5,384068.2
" ""56000""",Wyoming,7,Personal income (millions of dollars) ,14545.3,15440.8,15905.3,16937.2,18287.4,20004.4,22895.5,24408.3,27002.5,24912.8,26185.4,28699.9,30844.4,30694.1,32679.6,32755.6,31090.1,32487.4,34025.2,35585.6,37603.3,41132.1,44459.9,47927.8
" ""91000""",New England,1,Personal income (millions of dollars) ,518807.3,544288.1,546839.1,558998.5,588011.0,611753.4,655754.9,693140.4,726656.3,719707.1,749401.6,781044.0,802747.9,800299.6,833957.3,874241.6,900400.7,936295.4,981389.5,1026200.8,1086282.2,1172786.1,1210640.9,1278575.4
" ""92000""",Mideast,2,Personal income (millions of dollars) ,1625348.4,1692957.3,1712114.2,1754022.7,1842805.1,1915929.9,2040720.9,2173519.6,2243334.6,2204552.3,2290211.9,2412404.9,2502397.2,2523330.6,2618310.1,2730527.6,2817599.4,2952031.3,3073000.2,3189083.8,3367807.8,3596234.5,3665788.8,3875065.0
" ""93000""",Great Lakes,3,Personal income (millions of dollars) ,1365620.1,1408885.0,1426200.1,1461122.1,1517095.4,1563293.5,1642386.4,1715070.7,1775398.5,1712364.9,1768446.2,1871471.2,1948108.5,1975055.2,2053532.1,2143222.7,2185988.4,2261787.0,2368541.6,2448113.2,2621031.4,2837740.2,2899493.5,3049473.4
" ""94000""",Plains,4,Personal income (millions of dollars) ,558113.4,578785.4,590337.4,615428.6,649064.8,672323.6,713140.0,759018.4,808863.3,787291.1,816746.3,875495.7,920626.2,929356.0,966354.2,997298.3,1010851.8,1043303.1,1093520.2,1134579.4,1212193.8,1330943.2,1394916.8,1464221.1
" ""95000""",Southeast,5,Personal income (millions of dollars) ,1894414.7,1983492.7,2039761.2,2130883.5,2277222.9,2430427.0,2603706.3,2746354.3,2846347.0,2766763.0,2882037.0,3031479.3,3151999.9,3160319.7,3326260.9,3493964.3,3598072.3,3786490.3,3978126.7,4190037.9,4478727.0,4951225.3,5153500.6,5491964.0
" ""96000""",Southwest,6,Personal income (millions of dollars) ,852566.5,906746.4,924431.7,965519.2,1021841.2,1110529.1,1219452.5,1290719.4,1403111.7,1335984.4,1407471.3,1525380.9,1613805.1,1656654.4,1766252.9,1800501.3,1801518.7,1919437.1,2046252.2,2155668.6,2273019.4,2519123.9,2671308.6,2848129.4
" ""97000""",Rocky Mountain,7,Personal income (millions of dollars) ,268774.2,282040.8,286470.3,295583.1,312109.7,334690.7,365904.1,392048.3,411924.0,394102.9,407052.1,439614.7,464962.2,482115.4,515987.6,541260.7,553886.8,589876.8,633665.0,679143.0,731682.9,822973.7,877760.6,928160.6
" ""98000""",Far West *,8,Personal income (millions of dollars) ,1536589.5,1592908.4,1620546.0,1693126.4,1800778.9,1901852.8,2050381.0,2155172.9,2207774.7,2137487.4,2226134.6,2362927.3,2501102.1,2536151.9,2697504.9,2886096.5,3016423.1,3169741.0,3339906.5,3526757.3,3830200.5,4172952.2,4203822.4,4444680.0
